Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,sal,combined_features
 Cluster Sales Head - Tied Channel &amp; Affinity Alliances - Health Insura,4 - 9 yrs, Sales Head| Tied Channel| Sales| Business Growth| Profitability| Business Operations| New Business| Alliances,Senior Management,"Delhi NCR,Mumbai,Pune,Ahmedabad,Nagpur,Nashik,Gujarat,Maharashtra","Sales , Retail , Business Development",Insurance,Head/VP/GM/National Manager -Sales,,,4449," Sales Head| Tied Channel| Sales| Business Growth| Profitability| Business Operations| New Business| Alliances Head/VP/GM/National Manager -Sales Insurance Sales , Retail , Business Development"
 Head - Project Management,15 - 20 yrs, Project Management,Senior Management,Delhi NCR,"Production , Manufacturing , Maintenance","Real Estate, Property",Head/VP/GM-Operations,77.1212148,28.6882438,1704," Project Management Head/VP/GM-Operations Real Estate, Property Production , Manufacturing , Maintenance"
 Walk- In For Development QA/ Regulatory Affairs,4 - 8 yrs, QA| Life Sciences| development quality assurance| Life Cycle| Regulatory Affairs| DQA| QMS| Dmf,R&D,Hyderabad,"Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology","Pharma, Biotech, Clinical Research",Research Scientist,78.4740613,17.360589,6937," QA| Life Sciences| development quality assurance| Life Cycle| Regulatory Affairs| DQA| QMS| Dmf Research Scientist Pharma, Biotech, Clinical Research Medical , Healthcare , R&D , Pharmaceuticals , Biotechnology"
 Manager Accounts-wazirpur-mba-finance-salary-35k(export House exp),10 - 14 yrs, accounting| finance| financial reporting| statutory compliance| gst| vat,Accounts,Delhi NCR,"Accounts , Finance , Tax , Company Secretary , Audit",Iron and Steel,Accounts Manager,77.1212148,28.6882438,2770," accounting| finance| financial reporting| statutory compliance| gst| vat Accounts Manager Iron and Steel Accounts , Finance , Tax , Company Secretary , Audit"
 Team Leader- Head Digital Prtnrshp & BD,8 - 12 yrs, Data analysis| Consumer research| Management| Head Business Development,Retail Sales,Mumbai,"Sales , Retail , Business Development","Construction, Engineering, Cement, Metals",Sales/Business Development Manager,72.8773928,19.0759899,6205," Data analysis| Consumer research| Management| Head Business Development Sales/Business Development Manager Construction, Engineering, Cement, Metals Sales , Retail , Business Development"
 DWH Tester - Manual Testing,4 - 6 yrs, Testing| Quality| Manual Testing| ETL| BI| DW| Datawarehouse Testing,Programming & Design,"Delhi NCR,Gurgaon",IT Software - QA & Testing,"IT-Software, Software Services",Testing Engineer,77.10436033,28.42208445,1918," Testing| Quality| Manual Testing| ETL| BI| DW| Datawarehouse Testing Testing Engineer IT-Software, Software Services IT Software - QA & Testing"
 Quality Assurance Engineer,3 - 5 yrs, assembly language| Six Sigma| PMP| C| JavaScript| .NET| HTML| Oracle| Python| SQL,QA/Testing/Documentation,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Quality Assurance/Quality Control Executive,78.4740613,17.360589,6652," assembly language| Six Sigma| PMP| C| JavaScript| .NET| HTML| Oracle| Python| SQL Quality Assurance/Quality Control Executive IT-Software, Software Services IT Software - Application Programming , Maintenance"
 Technical / Functional Skills,4 - 9 yrs, Product management| Business process| Linkedin| Automation| CV| Email| GIT| Technical| SDLC| Ideas,Institutional Sales,Mumbai,"Sales , Retail , Business Development","IT-Software, Software Services",Sales Executive/Officer,72.8773928,19.0759899,5227," Product management| Business process| Linkedin| Automation| CV| Email| GIT| Technical| SDLC| Ideas Sales Executive/Officer IT-Software, Software Services Sales , Retail , Business Development"
 Software Development / Software Engineer,2 - 4 yrs, ajax| javascript| php| erp| website| development| software development| module| mca| application development| application| web| programming,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.590082,12.9767936,5554," ajax| javascript| php| erp| website| development| software development| module| mca| application development| application| web| programming Software Developer IT-Software, Software Services IT Software - Application Programming , Maintenance"
 Inbound Phone Banking Voice Process - Leading Bank - Noida,0 - 2 yrs, customer service| customer care| team| communication| bpo| call center| inbound| voice| backend| non voice| telecalling| cse| cro| cce| data entry| back office| voice process| domestic bpo| fresher| trainee| Telemarketing| Outbound| sales| hardware| networking,Voice,Noida,"ITES , BPO , KPO , LPO , Customer Service , Operations","Fresher, Trainee, Entry Level",Associate/Senior Associate -(NonTechnical),77.3271074,28.5707841,6440," customer service| customer care| team| communication| bpo| call center| inbound| voice| backend| non voice| telecalling| cse| cro| cce| data entry| back office| voice process| domestic bpo| fresher| trainee| Telemarketing| Outbound| sales| hardware| networking Associate/Senior Associate -(NonTechnical) Fresher, Trainee, Entry Level ITES , BPO , KPO , LPO , Customer Service , Operations"
Java Enterprise Edition, 2 - 4 Years,Oracle|Core Java|Business process|Outsourcing|Operations|spring integration|J2Ee|Spring framework|JEE|Manager Technology,Programming & Design, Mumbai,"IT Software - Application Programming , Maintenance",IT-Software / Software Services,Software Developer,72.8773928,19.0759899,1954,"Oracle|Core Java|Business process|Outsourcing|Operations|spring integration|J2Ee|Spring framework|JEE|Manager Technology Software Developer IT-Software / Software Services IT Software - Application Programming , Maintenance"
 Associate Clinical Data Processor,0 - 1 yrs, MS Office| Data entry,Voice,Mumbai,"ITES , BPO , KPO , LPO , Customer Service , Operations","Strategy, Management Consulting Firms",Associate/Senior Associate -(NonTechnical),72.8773928,19.0759899,5541," MS Office| Data entry Associate/Senior Associate -(NonTechnical) Strategy, Management Consulting Firms ITES , BPO , KPO , LPO , Customer Service , Operations"
 CRM,1 - 2 yrs, Customer relationship| Automobile| Proposal preparation| CRM strategy| Architecture| Database| Testing,Corporate Sales,Bengaluru,"Sales , Retail , Business Development","IT-Software, Software Services",Sales/Business Development Manager,77.590082,12.9767936,5386," Customer relationship| Automobile| Proposal preparation| CRM strategy| Architecture| Database| Testing Sales/Business Development Manager IT-Software, Software Services Sales , Retail , Business Development"
 Magento Developer,2 - 7 yrs, Unix| Version control| Prototype| XML| MySQL| PHP| JSON| MVC| Ajax| CSS3,Programming & Design,Ahmedabad,IT Software - System Programming,"BPO, Call Centre, ITeS",Software Developer,72.5797068,23.0216238,1965," Unix| Version control| Prototype| XML| MySQL| PHP| JSON| MVC| Ajax| CSS3 Software Developer BPO, Call Centre, ITeS IT Software - System Programming"
 Merchandiser,2 - 7 yrs, Merchandising| Buyer Activities| Follow Ups| Vendor| purchase| vendor development| tracking,Production/Merchandising/Business Development,"Thane,Mumbai,Navi Mumbai","Export , Import , Merchandising","Textiles, Garments, Accessories",Merchandiser,73.0198537,19.0308262,4456," Merchandising| Buyer Activities| Follow Ups| Vendor| purchase| vendor development| tracking Merchandiser Textiles, Garments, Accessories Export , Import , Merchandising"
 SIEM Analyst,2 - 5 yrs,vide,Admin/Maintenance/Security/Datawarehousing,"Hyderabad,Bengaluru","IT Software - Network Administration , Security","Recruitment, Staffing",System Security,77.6370384,13.023331,5150,"vide System Security Recruitment, Staffing IT Software - Network Administration , Security"
 Hiring ll Azure Devops and Management Lead ll Hyderabad,6 - 11 yrs, C#| Azure| Powershell| Script Writing| API| Debugging| Devops| Application Integration,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,78.4740613,17.360589,2275," C#| Azure| Powershell| Script Writing| API| Debugging| Devops| Application Integration Team Lead/Technical Lead IT-Software, Software Services IT Software - Application Programming , Maintenance"
 Senior Faculty - Information Design,15 - 20 yrs,vide,,Bengaluru,"Teaching , Education , Training , Counselling","Education, Teaching, Training",,77.590082,12.9767936,6053,"vide  Education, Teaching, Training Teaching , Education , Training , Counselling"
 computer operator,1 - 3 yrs, Computer Operator| MS Office| Software services| Comm| Typing speed| WHO| Software| level,,"Gurgaon,Noida","Executive Assistant , Front Office , Data Entry","IT-Software, Software Services",Stenographer/Data Entry Operator,77.00270015,28.42826235,1567," Computer Operator| MS Office| Software services| Comm| Typing speed| WHO| Software| level Stenographer/Data Entry Operator IT-Software, Software Services Executive Assistant , Front Office , Data Entry"
 Operation Executive,2 - 3 yrs, operations management| mobilization| Resource Mobilization| general management| interview| Recruitment,Administration/Facility Management,Delhi NCR,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Executive/ Sr Executive - Administration,77.1212148,28.6882438,6411," operations management| mobilization| Resource Mobilization| general management| interview| Recruitment Executive/ Sr Executive - Administration Recruitment, Staffing HR , Recruitment , Administration , IR"
 Customer Support Executive,0 - 1 yrs, Customer Support Executive| Customer service| Business Executive| process,Voice,Chandigarh,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(NonTechnical),76.7797143,30.7334421,6307," Customer Support Executive| Customer service| Business Executive| process Associate/Senior Associate -(NonTechnical) IT-Software, Software Services ITES , BPO , KPO , LPO , Customer Service , Operations"
 Corporate-Day Care Manager.,2 - 4 yrs, Staff Training| Day Care| Recruitment,Teachers,Pune,"Teaching , Education , Training , Counselling","Education, Teaching, Training",DaycareTeacher / Incharge / Attendant,73.8544541,18.521428,5736," Staff Training| Day Care| Recruitment DaycareTeacher / Incharge / Attendant Education, Teaching, Training Teaching , Education , Training , Counselling"
 Hiring going on for .US Inbound Tech Support/ Sales,1 - 6 yrs, process| Spot| Technical support| Night shift| International BPO,Voice,Kolkata,"ITES , BPO , KPO , LPO , Customer Service , Operations","IT-Software, Software Services",Associate/Senior Associate -(Technical),88.35769124,22.5414185,5197," process| Spot| Technical support| Night shift| International BPO Associate/Senior Associate -(Technical) IT-Software, Software Services ITES , BPO , KPO , LPO , Customer Service , Operations"
Deputy Manager- Performance/digital Marketing, 4 - 9 Years,digital marketing|email marketing|adwords|display advertising|digital campaigns|google analytics|sem|seo,Online/Digital Marketing, Delhi NCR,"Marketing , Advertising , MR , PR , Media Planning",Education / Teaching / Training,Social Media Marketing Manager,77.1212148,28.6882438,3419,"digital marketing|email marketing|adwords|display advertising|digital campaigns|google analytics|sem|seo Social Media Marketing Manager Education / Teaching / Training Marketing , Advertising , MR , PR , Media Planning"
" Technical Lead -(VoIP,Cisco Call Manager)",2 - 7 yrs, java| cisco call manager| visa| j2ee| sip| offshore| communication skills,Programming & Design,"Bengaluru,Bengaluru / Bangalore",IT Software - Telecom Software,"IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,6134," java| cisco call manager| visa| j2ee| sip| offshore| communication skills Team Lead/Technical Lead IT-Software, Software Services IT Software - Telecom Software"
 Relationship Manager,3 - 8 yrs, Sales| Business Development| Change Management| Mobile| mobiles| handset| mobile handset| Marketing| Relationship Management| Distribution Management| channel management| dealer management| Retailer,Channel Sales,Chandigarh,"Sales , Retail , Business Development","Consumer Electronics, Appliances, Durables",Sales / BD Manager,76.7797143,30.7334421,2897," Sales| Business Development| Change Management| Mobile| mobiles| handset| mobile handset| Marketing| Relationship Management| Distribution Management| channel management| dealer management| Retailer Sales / BD Manager Consumer Electronics, Appliances, Durables Sales , Retail , Business Development"
